Date,Open,High,Low,Close,Volume
1992-01-02,3152.1001,3172.6299,3139.3101,3172.3999,0
1992-01-03,3172.3999,3210.6399,3165.9199,3201.5000,0
1992-01-06,3201.5000,3213.3301,3191.8601,3200.1001,0
1992-01-07,3200.1001,3210.2000,3184.4800,3204.8000,0
1992-01-08,3204.8000,3229.2000,3185.8201,3203.8999,0
1992-01-09,3203.8999,3228.3101,3192.7500,3209.5000,0
1992-01-10,3209.5000,3217.1299,3185.3799,3199.5000,0
1992-01-13,3199.5000,3201.2500,3179.1101,3185.6001,0
1992-01-14,3185.6001,3248.8799,3182.9199,3246.2000,0
1992-01-15,3246.2000,3263.4199,3232.1101,3258.5000,0
1992-01-16,3258.5000,3262.7500,3222.0500,3249.6001,0
1992-01-17,3249.6001,3279.9600,3243.2900,3265.0000,0
1992-01-20,3265.0000,3269.8999,3245.0801,3254.0000,0
1992-01-21,3254.0000,3254.4700,3215.3401,3223.3999,0
1992-01-22,3223.3999,3256.0400,3216.9099,3255.8000,0
1992-01-23,3255.8000,3266.9900,3222.9399,3226.7000,0
1992-01-24,3226.7000,3248.4299,3216.6799,3232.8000,0
1992-01-27,3232.8000,3246.6499,3230.5500,3240.6001,0
1992-01-28,3240.6001,3275.4900,3239.9399,3272.1001,0
1992-01-29,3272.1001,3299.1899,3218.4700,3225.0000,0
1992-01-30,3225.0000,3247.3201,3216.0100,3244.8999,0
1992-01-31,3244.8999,3255.3701,3222.7200,3223.3999,0
1992-02-03,3223.3999,3239.0400,3213.5500,3234.1001,0
1992-02-04,3234.1001,3272.8101,3229.4299,3272.8000,0
1992-02-05,3272.8000,3282.2000,3251.7900,3257.6001,0
1992-02-06,3257.6001,3265.6499,3238.6001,3255.6001,0
1992-02-07,3255.6001,3269.8999,3207.9600,3225.3999,0
1992-02-10,3225.3999,3247.9900,3223.8401,3245.1001,0
1992-02-11,3245.1001,3259.6201,3236.1399,3251.6001,0
1992-02-12,3251.6001,3286.0000,3244.6299,3276.8000,0
1992-02-13,3276.8000,3283.9900,3236.3601,3246.7000,0
1992-02-14,3246.7000,3254.7000,3221.8201,3246.0000,0
1992-02-18,3246.0000,3268.5601,3219.1399,3224.7000,0
1992-02-19,3224.7000,3241.7300,3215.3401,3230.3000,0
1992-02-20,3230.6001,3283.7700,3230.5500,3280.6001,0
1992-02-21,3280.6001,3286.6699,3252.9099,3280.2000,0
1992-02-24,3280.2000,3289.8000,3266.1001,3282.3999,0
1992-02-25,3282.2000,3282.2000,3240.3799,3257.8000,0
1992-02-26,3257.8000,3290.9199,3254.4700,3283.3000,0
1992-02-27,3283.3000,3286.8999,3265.8799,3269.5000,0
1992-02-28,3269.5000,3293.3799,3259.3899,3267.7000,0
1992-03-02,3267.7000,3276.6201,3261.3999,3275.3000,0
1992-03-03,3275.3000,3295.6201,3272.8101,3290.3000,0
1992-03-04,3290.3000,3299.6399,3268.5601,3268.6001,0
1992-03-05,3268.3000,3268.3401,3235.6899,3241.5000,0
1992-03-06,3241.5000,3252.0100,3213.7700,3221.6001,0
1992-03-09,3221.6001,3227.1899,3211.3101,3215.1001,0
1992-03-10,3215.1001,3248.2100,3214.6699,3231.0000,0
1992-03-11,3231.0000,3233.4500,3198.3501,3208.6001,0
1992-03-12,3208.6001,3213.1001,3188.2800,3208.6001,0
1992-03-13,3208.6001,3237.0300,3208.1799,3235.8999,0
1992-03-16,3235.8999,3236.5801,3208.4099,3236.3999,0
1992-03-17,3236.3999,3260.0601,3235.9099,3256.0000,0
1992-03-18,3256.0000,3271.9099,3246.2000,3254.3000,0
1992-03-19,3254.3000,3269.8999,3251.1499,3261.3999,0
1992-03-20,3261.3999,3277.2800,3255.8101,3276.3999,0
1992-03-23,3275.8999,3275.9399,3261.1799,3272.1001,0
1992-03-24,3272.1001,3284.4399,3249.1101,3261.0000,0
1992-03-25,3261.0000,3276.3899,3251.1201,3259.3999,0
1992-03-26,3259.3999,3275.0400,3251.3401,3267.7000,0
1992-03-27,3267.7000,3268.1101,3226.5200,3231.3999,0
1992-03-30,3231.3999,3248.8799,3229.4299,3235.2000,0
1992-03-31,3235.2000,3260.7300,3228.9800,3235.5000,0
1992-04-01,3235.5000,3252.2400,3215.3401,3249.3000,0
1992-04-02,3249.3000,3259.6201,3220.2600,3234.1001,0
1992-04-03,3234.1001,3250.8899,3211.3101,3249.1001,0
1992-04-06,3249.3000,3276.8301,3249.3000,3275.5000,0
1992-04-07,3275.5000,3279.2900,3211.0901,3213.6001,0
1992-04-08,3213.6001,3213.6001,3161.2300,3181.3999,0
1992-04-09,3181.8000,3231.6599,3181.8000,3225.0000,0
1992-04-10,3225.6001,3262.9700,3225.6001,3255.3999,0
1992-04-13,3255.3999,3270.5701,3248.4299,3269.8999,0
1992-04-14,3269.8999,3322.2300,3269.4500,3306.1001,0
1992-04-15,3307.0000,3354.2000,3307.0000,3353.8000,0
1992-04-16,3353.8000,3366.5000,3343.2500,3366.5000,0
1992-04-20,3365.6001,3365.6101,3315.5200,3336.3000,0
1992-04-21,3336.3000,3350.6299,3320.8899,3343.3000,0
1992-04-22,3343.3000,3352.8601,3330.7200,3338.8000,0
1992-04-23,3338.8000,3352.8601,3330.7200,3348.6001,0
1992-04-24,3348.6001,3361.8101,3323.1201,3324.5000,0
1992-04-27,3324.0000,3324.0200,3303.6699,3304.5601,0
1992-04-28,3304.5000,3317.0801,3283.9900,3307.8999,0
1992-04-29,3308.1001,3338.7700,3308.1001,3333.2000,0
1992-04-30,3333.2000,3361.1399,3328.4900,3359.1001,0
1992-05-01,3359.1001,3362.0300,3324.0200,3336.1001,0
1992-05-04,3336.1001,3387.5200,3335.8701,3378.1001,0
1992-05-05,3378.1001,3378.1299,3358.8999,3359.3999,0
1992-05-06,3360.0000,3383.7200,3360.0000,3369.3999,0
1992-05-07,3369.3999,3374.7800,3357.3301,3363.3999,0
1992-05-08,3363.3999,3375.6699,3353.5300,3369.3999,0
1992-05-11,3369.3999,3397.8101,3368.9600,3397.6001,0
1992-05-12,3397.6001,3440.6699,3373.9099,3385.1001,0
1992-05-13,3385.1001,3396.7900,3378.7100,3392.0000,0
1992-05-14,3392.0000,3393.5801,3357.2100,3368.8999,0
1992-05-15,3368.8999,3368.8999,3346.0000,3353.1001,0
1992-05-18,3353.1001,3381.6399,3353.0901,3376.0000,0
1992-05-19,3376.0000,3440.1899,3368.4700,3398.0000,0
1992-05-20,3398.0000,3404.3401,3388.2300,3393.8000,0
1992-05-21,3393.8000,3394.0901,3365.5400,3378.7000,0
1992-05-22,3378.7000,3392.6201,3376.5200,3386.8000,0
1992-05-26,3386.8000,3386.8000,3356.4399,3364.2000,0
1992-05-27,3364.2000,3380.3301,3360.0701,3370.3999,0
1992-05-28,3370.3999,3398.4299,3368.6201,3398.3999,0
1992-05-29,3398.3999,3420.2100,3396.1001,3396.8999,0
1992-06-01,3396.8999,3413.4700,3373.0300,3413.2000,0
1992-06-02,3413.2000,3420.4700,3392.7300,3396.1001,0
1992-06-03,3396.1001,3422.2800,3389.3601,3407.0000,0
1992-06-04,3407.0000,3410.1001,3392.4700,3399.7000,0
1992-06-05,3399.7000,3403.1001,3392.4700,3398.7000,0
1992-06-08,3398.7000,3404.1299,3391.6899,3404.1001,0
1992-06-09,3404.1001,3405.4299,3359.5500,3369.8999,0
1992-06-10,3369.8999,3370.9500,3338.2900,3343.2000,0
1992-06-11,3343.2000,3352.5500,3323.7800,3351.5000,0
1992-06-12,3352.0000,3381.5801,3352.0000,3354.3999,0
1992-06-15,3354.3999,3363.1899,3337.5100,3354.8999,0
1992-06-16,3354.8999,3367.2000,3329.4900,3329.5000,0
1992-06-17,3329.5000,3329.7500,3283.7500,3287.8000,0
1992-06-18,3287.8000,3290.4299,3269.0300,3274.1001,0
1992-06-19,3274.3999,3299.5300,3274.3799,3285.3999,0
1992-06-22,3285.3999,3285.8899,3254.0500,3280.8000,0
1992-06-23,3280.8000,3296.8501,3280.5400,3285.6001,0
1992-06-24,3285.6001,3302.7400,3284.0100,3290.7000,0
1992-06-25,3290.7000,3304.0801,3271.4399,3284.0000,0
1992-06-26,3284.0000,3290.9700,3269.8401,3282.3999,0
1992-06-29,3282.7000,3319.8601,3282.6799,3319.8601,0
1992-06-30,3319.8999,3331.6299,3316.6499,3318.5000,0
1992-07-01,3318.8000,3354.1001,3318.7900,3354.1001,0
1992-07-02,3354.1001,3373.8899,3326.5400,3330.3000,0
1992-07-06,3330.3000,3340.2900,3326.7800,3339.2000,0
1992-07-07,3339.2000,3352.7100,3291.3899,3295.2000,0
1992-07-08,3295.2000,3303.2700,3273.5601,3293.3000,0
1992-07-09,3293.6001,3336.5000,3293.5500,3324.1001,0
1992-07-10,3324.1001,3339.7500,3315.1599,3330.6001,0
1992-07-13,3330.6001,3344.0701,3327.0500,3337.3000,0
1992-07-14,3337.3000,3358.9299,3328.6699,3358.3999,0
1992-07-15,3358.3999,3363.2500,3339.7500,3345.3999,0
1992-07-16,3345.3999,3364.3301,3333.2600,3361.6001,0
1992-07-17,3361.1001,3361.1001,3317.0500,3331.6001,0
1992-07-20,3331.1001,3331.1001,3287.0601,3303.0000,0
1992-07-21,3303.3000,3322.7300,3303.2700,3308.3999,0
1992-07-22,3307.8999,3307.8999,3275.1799,3277.6001,0
1992-07-23,3277.6001,3291.3899,3266.5300,3290.0000,0
1992-07-24,3290.0000,3297.3000,3276.8000,3285.7000,0
1992-07-27,3285.7000,3299.4900,3282.2000,3282.2000,0
1992-07-28,3282.2000,3335.1499,3282.2000,3334.1001,0
1992-07-29,3334.1001,3385.1299,3334.0901,3379.2000,0
1992-07-30,3379.2000,3395.9399,3374.3301,3391.8999,0
1992-07-31,3391.8999,3402.9600,3385.6699,3393.8000,0
1992-08-03,3393.8000,3399.9900,3384.0500,3395.3999,0
1992-08-04,3395.3999,3396.7500,3377.5701,3384.3000,0
1992-08-05,3384.3000,3384.3201,3360.2800,3365.1001,0
1992-08-06,3365.1001,3365.6799,3338.9299,3340.6001,0
1992-08-07,3340.6001,3369.7300,3331.3701,3332.2000,0
1992-08-10,3332.2000,3337.5801,3316.7800,3337.5601,0
1992-08-11,3337.6001,3342.1799,3314.3501,3331.1001,0
1992-08-12,3331.1001,3342.1799,3310.8401,3320.8000,0
1992-08-13,3320.8000,3337.0400,3306.7900,3313.3000,0
1992-08-14,3313.3000,3331.9099,3311.1101,3328.8999,0
1992-08-17,3328.8999,3338.9299,3321.6399,3324.8999,0
1992-08-18,3324.8999,3332.4500,3315.7000,3329.5000,0
1992-08-19,3329.5000,3335.6899,3307.0601,3307.1001,0
1992-08-20,3307.1001,3315.4299,3295.4399,3304.8999,0
1992-08-21,3304.8999,3324.0801,3254.1001,3254.1001,0
1992-08-24,3254.1001,3254.1001,3223.0400,3228.2000,0
1992-08-25,3228.2000,3235.1899,3207.1001,3232.2000,0
1992-08-26,3232.2000,3250.0500,3225.4700,3246.8000,0
1992-08-27,3246.8000,3273.0200,3246.8000,3254.6001,0
1992-08-28,3254.6001,3269.7700,3249.7800,3267.6001,0
1992-08-31,3267.6001,3274.1001,3254.3701,3257.3999,0
1992-09-01,3257.3999,3266.2600,3254.1001,3266.2600,0
1992-09-02,3266.3000,3292.4700,3263.8301,3290.3000,0
1992-09-03,3290.3000,3313.5400,3285.1799,3292.2000,0
1992-09-04,3292.2000,3296.5200,3277.6101,3281.8999,0
1992-09-08,3281.8999,3282.7400,3257.6201,3260.6001,0
1992-09-09,3260.6001,3273.0200,3258.1599,3271.3999,0
1992-09-10,3271.3999,3312.7300,3270.8501,3305.2000,0
1992-09-11,3305.2000,3317.3201,3300.8401,3305.7000,0
1992-09-14,3306.8000,3376.4900,3306.7900,3376.2000,0
1992-09-15,3375.3999,3375.4099,3323.0000,3327.3000,0
1992-09-16,3327.3000,3333.8899,3307.6001,3319.2000,0
1992-09-17,3319.2000,3328.6699,3311.3799,3315.7000,0
1992-09-18,3315.7000,3327.3201,3308.6799,3327.1001,0
1992-09-21,3327.1001,3327.8401,3310.5701,3320.8000,0
1992-09-22,3320.8000,3321.1001,3280.0400,3280.8999,0
1992-09-23,3280.8999,3287.6001,3264.9099,3278.7000,0
1992-09-24,3279.0000,3294.8999,3278.9600,3287.8999,0
1992-09-25,3287.8999,3289.7700,3244.8401,3250.3000,0
1992-09-28,3250.3000,3276.2600,3242.7600,3276.2600,0
1992-09-29,3276.3000,3280.0400,3259.2400,3266.8000,0
1992-09-30,3266.8000,3276.8000,3264.3701,3271.7000,0
1992-10-01,3271.7000,3280.8501,3246.0000,3254.3999,0
1992-10-02,3254.3999,3259.2400,3198.7200,3200.6001,0
1992-10-05,3200.6001,3200.6101,3095.7900,3179.0000,0
1992-10-06,3179.0000,3191.9700,3157.6599,3178.2000,0
1992-10-07,3178.2000,3187.9099,3145.7700,3152.3000,0
1992-10-08,3152.3000,3178.1899,3145.7700,3176.0000,0
1992-10-09,3176.0000,3176.3000,3131.7200,3136.6001,0
1992-10-12,3136.6001,3174.6799,3136.3101,3174.3999,0
1992-10-13,3174.3999,3211.9600,3167.6499,3201.3999,0
1992-10-14,3201.3999,3217.0901,3179.0000,3195.5000,0
1992-10-15,3195.5000,3198.4500,3167.3799,3174.7000,0
1992-10-16,3174.7000,3180.3501,3142.5300,3174.3999,0
1992-10-19,3174.3999,3197.6399,3169.0000,3188.5000,0
1992-10-20,3188.5000,3213.0400,3179.0000,3186.0000,0
1992-10-21,3186.0000,3199.8000,3179.8101,3187.1001,0
1992-10-22,3187.1001,3202.5000,3174.6799,3200.8999,0
1992-10-23,3200.8999,3215.2000,3196.0200,3207.6001,0
